10007813,0.16
10052988,0.02
10279068,0.89
10546696,0.90
10406659,0.00
10358363,2.96
10235252,2.79
10104459,3.72
10067441,0.41
10304715,5.43
10060836,0.72
10111658,1.31
10494120,1.44
10291415,1.86
10398168,1.17
10179133,4.69
10244944,2.04
10193033,5.01
10546884,0.04
10028644,0.15
10580725,5.60
10561107,5.45
10148030,3.81
10311935,5.74
10302769,0.66
10539764,0.93
10138201,2.67
10024922,0.42
10571838,0.01
10598728,0.31
10520641,3.03
10017855,0.69
10216427,1.27
10241443,1.64
10478659,0.50
10520737,0.00
10073571,0.74
10180838,0.58
10209630,6.19
10195693,3.09
10327896,0.55
10451093,5.12
10230008,6.24
10191389,0.78
10119903,1.92
10060183,0.65
10469941,0.11
10323305,0.96
10030162,0.36
10130178,0.76
10370029,2.98
10007598,5.86
10388801,2.57
10564913,0.70
10471795,1.29
10194918,0.52
10583229,0.30
10436508,0.60
10023235,0.20
10506582,0.28
10345208,4.76
10550995,4.61
10385614,6.57
10151431,0.09
10031116,0.34
10469849,0.80
10220320,3.59
10172373,0.50
10514172,0.90
10202866,3.17
10562917,4.04
10301673,0.51
10370048,0.35
10520109,0.63
10268841,0.48
10533630,5.85
10399936,0.81
10338448,0.11
10028215,0.40
10020450,1.11
10243875,2.12
10433533,0.96
10218792,1.74
10178439,0.35
10509969,0.19
10042367,2.51
10013997,0.66
10011258,1.38
10476683,5.50
10573957,5.28
10577023,4.64
10291298,1.68
10370011,0.77
10116943,0.16
10168457,4.09
10302986,0.62
10424392,1.11
10178204,0.61
10126013,0.25
10098183,1.03
10529200,0.00
10488072,1.47
10159341,0.50
10117671,0.55
10094197,5.76
10486896,1.87
10169960,2.35
10166845,0.44
10045002,0.04
10466458,2.05
10284940,0.45
10461695,5.68
10281693,0.84
10506371,0.80
10532847,0.11
10588309,5.25
10262537,1.96
10281359,0.61
10206547,3.34
10182653,2.81
10165967,0.72
10281729,3.01
10014005,0.23
10421230,1.33
10041201,0.23
10266217,0.65
10332877,0.57
10233166,4.10
10503622,0.11
10433954,0.63
10168842,0.43
10165349,6.72
10051037,0.93
10260610,2.28
10080879,3.46
10006684,0.88
10415242,2.61
10029218,0.08
10108580,3.30
10510214,3.43
10556381,3.74
10199523,5.15
10508016,4.55
10344261,0.07
10240170,1.38
10448493,1.22
10177488,0.98
10491278,0.42
10186687,0.99
10522224,1.82
10118690,0.39
10469660,0.57
10423591,5.28
10123581,0.92
10576511,0.64
10574746,0.77
10036521,2.22
10222433,2.61
10549038,0.68
10209332,0.63
10011491,4.32
10514089,1.04
10125297,0.82
10018523,0.12
10102504,0.80
10487746,6.50
10569427,0.69
10581418,1.61
10261467,0.07
10300828,0.48
10141068,0.47
10094635,0.68
10184602,0.56
10231570,0.53
10216363,3.41
10410191,6.08
10555723,3.75
10304913,0.58
10201999,0.70
10384289,3.26
10042733,5.27
10394146,1.55
10556270,0.41
10597778,1.30
10405241,4.06
10090651,0.24
10352753,0.00
10113148,0.64
10234429,0.86
10517449,5.33
10366327,0.43
10537601,4.32
10504596,1.09
10456096,2.48
10174644,1.16
10470105,0.58
10143989,0.01
10044863,1.16
10202823,0.63
10312755,4.60
10215488,0.46
10304506,3.65
10551163,0.23
10295706,4.95
10564441,1.70
10511300,3.72
10050645,1.64
10306985,0.32
10363589,0.69
10267811,5.17
10566227,3.27
10080073,0.61
10020434,2.54
10549469,4.69
10309682,0.00
10035806,5.04
10204606,0.90
10437745,1.51
10344013,0.01
10105466,2.80
10034306,1.98
10422319,0.72
10438566,5.52
10474709,3.37
10550137,0.55
10331761,0.55
10567776,1.82
10420974,5.80
10428019,5.42
10112002,0.87
10368903,0.95
10465159,0.82
10348284,1.28
10079014,0.79
10106091,7.10
10471044,0.70
10015306,1.59
10355139,6.62
10283376,6.23
10490794,1.19
10275409,1.86
10268223,0.71
10541792,4.55
10308412,3.99
10432827,2.40
10025399,0.49
10583357,0.14
10515791,3.05
10571968,0.52
10122414,0.98
10098802,2.09
10524273,1.17
10547322,2.32
10288066,2.10
10489272,3.77
10481111,3.31
10385184,0.51
10344742,3.72
10589854,0.52
10156777,3.27
10426678,2.80
10144225,0.23
10201739,2.48
10112170,0.67
10033986,2.17
10230864,2.31
10483498,0.98
10499735,5.05
10446065,1.93
10529307,0.22
10096673,0.40
10475433,1.83
10388321,4.78
10028835,0.82
10259369,2.84
10291705,0.52
10586258,0.64
10114624,1.42
10057966,3.26
10507283,0.61
10581292,0.64
10124402,0.79
10556656,0.44
10084096,0.74
10140179,2.56
10524572,3.58
10017725,0.92
10531893,0.93
10450889,2.12
10451069,2.12
10316765,1.02
10053429,3.77
10291823,0.05
10266183,0.89
10569785,1.63
10442070,1.99
10108885,0.48
10454324,0.64
10047041,2.43
10194604,0.83
10418919,1.30
10214589,2.68
10387121,1.65
10074147,0.35
10483506,4.34
10465887,1.66
10320448,1.61
10298319,4.12
10286218,0.65
10580901,1.49
10246643,0.88
10261213,5.96
10512279,0.44
10243758,1.04
10214435,3.48
10502235,6.06
10240650,4.12
10158656,2.86
10389466,0.72
10152906,3.61
10365475,5.09
10056572,1.57
10544529,1.14
10105672,0.81
10161075,1.70
10393714,0.01
10386221,0.85
10344037,3.30
10563607,0.84
10176451,0.68
10581686,0.42
10187589,0.34
10016382,1.03
10054313,0.60
10568023,0.93
10207539,0.36
10477707,3.94
10320374,1.36
10102128,3.79
10499217,2.10
10476615,0.85
10376627,1.89
10131376,3.97
10472716,3.51
10410736,0.05
10355934,1.77
10011190,0.71
10187517,3.74
10299580,0.04
10105290,1.06
10302748,6.66
10097071,0.86
10224762,3.78
10013890,1.80
10032353,1.98
10106821,2.95
10305355,0.16
10377715,1.13
10275370,0.31
10462102,3.67
10362769,0.56
10357549,0.69
10108786,4.43
10496534,0.58
10140133,0.68
10324362,0.47
10239993,1.45
10224056,0.12
10254385,1.87
10468798,0.68
10251182,3.06
10526412,2.47
10453442,0.95
10419677,0.77
10497290,0.56
10043692,4.06
10534925,6.19
10357460,0.50
10552136,1.27
10551701,0.99
10391865,0.66
10034212,0.86
10285257,1.32
10135957,4.17
10410357,0.06
10583731,0.64
10591166,6.03
10338552,1.20
10342809,0.04
10477533,0.43
10498656,3.05
10481922,3.72
10054173,1.64
10243154,1.21
10584558,4.01
10197782,2.98
10144427,1.59
10111314,0.57
10457324,0.67
10560743,0.74
10051569,0.97
10192189,0.04
10517563,0.43
10490398,4.71
10203429,6.80
10589152,3.03
10306311,5.27
10411612,3.36
10177801,4.23
10294093,0.58
10004426,0.57
10360673,0.95
10417104,1.48
10159751,2.25
10115167,1.69
10583169,0.60
10523707,0.20
10076217,0.13
10393281,4.53
10042418,1.47
10122209,2.06
10176557,7.05
10149520,0.05
10029871,3.29
10393495,0.44
10598443,0.86
10499372,1.29
10303918,0.77
10311029,1.11
10136670,0.04
10071816,4.97
10139683,1.65
10355737,0.72
10181067,0.18
10432993,0.58
10503797,4.12
10450940,5.58
10355567,5.27
10506271,4.98
10540853,1.89
10199374,0.39
10213368,1.40
10127853,0.09
10114303,1.35
10429382,0.71
10364080,0.03
10260430,0.66
10411879,0.87
10000836,0.15
10319813,2.34
10065957,4.67
10558314,1.23
10023370,0.54
10122483,6.59
10503127,0.80
10272429,5.21
10585486,0.28
10068436,3.16
10042189,0.46
10297588,5.06
10048456,3.30
10167594,0.06
10127749,0.33
10031427,6.50
10438475,0.00
10433465,3.77
10393827,0.73
10174039,0.43
10528791,6.18
10488057,0.13
10461111,0.11
10068411,1.35
10339890,0.07
10314482,0.25
10480857,2.11
10475860,0.00
10417246,0.04
10260488,0.23
10484872,0.67
10166550,6.65
10341820,5.78
10302375,0.05
10397655,0.64
10554698,0.52
10353182,0.53
10557433,0.73
10239368,2.53
10587602,5.79
10386662,0.39
10249482,2.89
10378296,4.88
10256748,0.74
10223005,1.90
10138510,5.03
10546472,0.43
10436461,4.05
10236903,3.02
10526407,5.47
10116158,0.37
10306108,1.22
10006688,4.78
10102949,0.43
10459470,3.92
10137148,2.06
10076180,1.15
10574256,4.04
10343958,0.46
10060916,0.19
10402108,0.54
10589532,1.47
10147124,2.15
10109719,1.01
10029721,3.94
10414476,6.25
10395824,3.41
10443297,0.21
10278718,2.87
10459450,4.43
10090908,5.83
10085616,1.20
10506127,0.75
10002856,0.51
10557111,0.17
10027831,0.75
10411959,0.51
10021396,1.09
10444307,0.74
10161435,1.94
10047155,0.98
10426126,1.96
10272288,5.03
10433773,0.19
10536235,2.70
10329014,2.10
10307611,1.57
10034426,0.36
10502267,4.06
10348311,1.10
10290030,2.61
10416728,4.97
10478534,6.30
10128904,0.69
10235648,1.31
10173128,4.89
10551040,2.97
10551303,0.80
10352927,0.68
10561967,1.62
10197202,1.32
10306052,2.31
10517808,0.60
10139910,3.59
10036323,2.79
10502507,6.01
10092418,3.09
10101008,5.06
10281435,1.11
10402774,2.10
10095352,0.55
10549573,5.71
10194254,0.28
10061661,0.39
10259540,0.45
10256492,1.36
10590577,0.78
10393819,5.33
10076829,3.65
10111177,0.89
10367340,3.80
10492665,6.27
10086707,1.61
10318966,0.55
